Path	File	Name	Frames	Slices	Bits	TimeRes	XYRes	ZRes	Delay	Nickname	Rep	Zoom	Flip	From	nc14	To	SplitEarly	Notes
/Volumes/JFS/MS2/20180806 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD/	20180806 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD 1.lif	_3D/	358	29	12	15	0.36	1	0	simMSEpeveSPS eveNICD	2	2	0,0	1	100	359	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/JFS/MS2/20180807 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD/	20180807 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD 2.lif	_3D/	376	29	12	15	0.36	1	0	simMSEpeveSPS eveNICD	4	2	1,1	1	112	377	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/JFS/MS2/20180807 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD/	20180807 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD.lif	_3D/	398	29	12	15	0.48	1	0	simMSEpeveSPS eveNICD	3	2	1,1	1	115	399	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/JFS/MS2/20180808 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD/	20180808 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, +.lif	_3D/	284	29	12	15	0.36	1	0	simMSEpeveSPS +	1	2	1,0	1	20	285	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/JFS/MS2/20180808 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD/	20180808 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD.lif	_3D/	327	29	12	15	0.36	1	0	simMSEpeveSPS eveNICD	5	2	0,0	1	75	328	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/JFS/MS2/20180810 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD/	20180810 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, +.lif	_3D/	180	29	12	15	0.36	1	60	simMSEpeveSPS +	2	2	1,1	1	1	181	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/JFS/MS2/20180812 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD/	20180812 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, +.lif	_3D/	196	29	12	15	0.36	1	110	simMSEpeveSPS +	3	2	0,1	1	1	197	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/JFS/MS2/20180812 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD/	20180812 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD.lif	_3D/	446	29	12	15	0.36	1	0	simMSEpeveSPS eveNICD	6	2	0,0	1	182	447	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/JFS/MS2/20180813 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD/	20180813 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD.lif	_3D/	275	29	12	15	0.36	1	20	m5m8pevel 2xeveNICD	3	2	0,0	1	1	276	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/JFS/MS2/20180813 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, eveNICD/	20180813 hisRFP, nosMCPGFP,simMSESPSpeveMS2LacZ, +.lif	_3D/	289	29	12	15	0.36	1	0	simMSEpeveSPS +	4	2	1,0	1	50	290	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180828 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD/	20180828 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD.lif	_3D/	360	29	12	15	0.36	1	0	m8NEpeve eveNICD	1	2	1,0	1	108	361	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180829 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD/	20180829 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, +.lif	_3D/	334	29	12	15	0.36	1	0	m8NEpeve +	1	2	1,0	1	63	335	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180829 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD/	20180829 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD 1.lif	_3D/	334	29	12	15	0.36	1	0	m8NEpeve eveNICD	2	2	0,1	1	20	335	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180829 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD/	20180829 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD 2.lif	_3D/	222	29	12	15	0.36	1	20	m8NEpeve eveNICD	3	2	1,0	1	1	223	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180829 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD/	20180829 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD 3.lif	_3D/	334	29	12	15	0.36	1	0	m8NEpeve eveNICD	4	2	1,1	1	85	335	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180830 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD/	20180830 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, + 1.lif	_3D/	341	29	12	15	0.36	1	0	m8NEpeve +	2	2	0,0	1	80	342	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180830 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD/	20180830 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, + 2.lif	_3D/	247	29	12	15	0.36	1	20	m8NEpeve +	3	2	1,1	1	1	248	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180830 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD/	20180830 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD 2.lif	_3D/	317	29	12	15	0.36	1	0	m8NEpevel eveNICD	1	2	0,1	1	58	318	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180830 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD/	20180830 hisRFP, nosMCPGFP,m8NEpeveMS2LacZ, eveNICD.lif	_3D/	374	29	12	15	0.36	1	0	m8NEpeve eveNICD	5	2	0,0	1	100	375	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180903 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD/	20180903 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD 2.lif	_3D/	290	29	12	15	0.36	1	0	m5m8pm5 eveNICD	2	2	1,1	1	25	291	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180903 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD/	20180903 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD.lif	_3D/	323	29	12	15	0.36	1	0	m5m8pm5 eveNICD	1	2	0,1	1	62	324	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180904 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD/	20180904 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD 2.lif	_3D/	446	29	12	15	0.36	1	0	m5m8pm5 eveNICD	4	2	0,1	1	145	447	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180904 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD/	20180904 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD.lif	_3D/	299	29	12	15	0.36	1	0	m5m8pm5 eveNICD	3	2	0,0	1	40	300	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180905 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD/	20180905 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, + 1.lif	_3D/	322	29	12	15	0.36	1	0	m5m8pm5 +	1	2	0,1	1	63	323	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180905 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD/	20180905 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, + 2.lif	_3D/	285	29	12	15	0.36	1	0	m5m8pm5 +	2	2	1,1	1	15	286	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180905 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD/	20180905 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD.lif	_3D/	342	29	12	15	0.36	1	0	m5m8pm5 eveNICD	5	2	0,0	1	60	343	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180906 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, eveNICD/	20180906 hisRFP, nosMCPGFP,m5m8pm5MS2LacZ, +.lif	_3D/	417	29	12	15	0.36	1	0	m5m8pm5 +	3	2	0,1	1	110	418	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180913 hisRFP, nosMCPGFP,simMSEpeveMS2LacZx2 zoom/	20180913 hisRFP, nosMCPGFP,simMSEpeveMS2LacZx2 zoom.lif	_3D/	222	29	12	15	0.24	1	30	simMSEpevezx2	1	1.5	1,1	1	1	223	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180914 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, eveNICD/	20180914 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, +.lif	_3D/	290	29	12	15	0.36	1	0	m5m8peveiSPS +	1	2	0,0	1	35	291	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180914 hisRFP, nosMCPGFP,simMSEpeveMS2LacZx2 zoom/	20180914 hisRFP, nosMCPGFP,simMSEpeveMS2LacZx2 zoom.lif	_3D/	222	29	12	15	0.24	1	120	simMSEpevezx2	2	1.5	0,1	1	1	223	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180915 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, eveNICD/	20180915 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, +.lif	_3D/	362	29	12	15	0.36	1	0	m5m8peveiSPS +	2	2	0,0	1	90	363	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180915 hisRFP, nosMCPGFP,simMSEpeveMS2LacZx2 zoom/	20180915 hisRFP, nosMCPGFP,simMSEpeveMS2LacZx2 zoom.lif	_3D/	397	29	12	15	0.24	1	0	simMSEpevezx2	3	1.5	0,0	1	70	398	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180916 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, eveNICD/	20180916 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, +.lif	_3D/	291	29	12	15	0.36	1	0	m5m8peveiSPS +	3	2	1,0	1	20	292	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180916 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, eveNICD/	20180916 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, eveNICD.lif	_3D/	348	29	12	15	0.36	1	0	m5m8peveiSPS eveNICD	1	2	0,1	1	100	349	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180917 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, eveNICD/	20180917 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, +.lif	_3D/	446	29	12	15	0.36	1	0	m5m8peveiSPS +	4	2	0,0	1	185	447	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180917 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, eveNICD/	20180917 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, eveNICD.lif	_3D/	420	29	12	15	0.36	1	0	m5m8peveiSPS eveNICD	2	2	0,1	1	135	421	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180917 hisRFP, nosMCPGFP,simMSEpeveMS2LacZx2 zoom/	20180917 hisRFP, nosMCPGFP,simMSEpeveMS2LacZx2 zoom.lif	_3D/	261	29	12	15	0.24	1	70	simMSEpevezx2	4	1.5	0,1	1	1	262	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180919 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, eveNICD/	20180919 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, +.lif	_3D/	334	29	12	15	0.36	1	0	m5m8peveiSPS +	5	2	0,1	1	65	335	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180919 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, eveNICD/	20180919 hisRFP, nosMCPGFP,m5m8insSPSpeveMS2LacZ, eveNICD.lif	_3D/	280	29	12	15	0.36	1	0	m5m8peveiSPS eveNICD	3	2	1,0	1	20	281	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180924 hisRFP, nosMCPGFP,m5m8peveDtwiMS2LacZ, eveNICD/	20180924 hisRFP, nosMCPGFP,m5m8peveDtwiMS2LacZ, +.lif	_3D/	251	29	12	15	0.36	1	0	m5m8peveDtwi +	4	2	1,0	1	10	252	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180924 hisRFP, nosMCPGFP,m5m8peveDtwiMS2LacZ, eveNICD/	20180924 hisRFP, nosMCPGFP,m5m8peveDtwiMS2LacZ, eveNICD 2.lif	_3D/	289	29	12	15	0.36	1	0	m5m8peveDtwi eveNICD	4	2	0,0	1	50	290	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180924 hisRFP, nosMCPGFP,m5m8peveDtwiMS2LacZ, eveNICD/	20180924 hisRFP, nosMCPGFP,m5m8peveDtwiMS2LacZ, eveNICD.lif	_3D/	390	29	12	15	0.36	1	0	m5m8peveDtwi eveNICD	3	2	0,1	1	130	391	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180925 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD/	20180925 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD.lif	_3D/	370	29	12	15	0.36	1	0	m5m8peve 2xeveNICD	2	2	1,1	1	90	371	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180926 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD/	20180926 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD 2.lif	_3D/	419	29	12	15	0.36	1	0	m5m8peve 2xeveNICD	3	2	1,1	1	170	420	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180927 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD/	20180927 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD l 2.lif	_3D/	311	29	12	15	0.36	1	0	m5m8pevel 2xeveNICD	2	2	0,1	1	30	312	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180927 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD/	20180927 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD l 3.lif	_3D/	271	29	12	15	0.36	1	0	m5m8pevel 2xeveNICD	4	2	0,0	1	20	272	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180928 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD/	20180928 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, 2xeveNICD.lif	_3D/	262	29	12	15	0.36	1	60	m5m8pevel 2xeveNICD	5	2	0,1	1	1	263	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20180928 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, simMSEpeveMS2LacZ zoom/	20180928 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, simMSEpeveMS2LacZ zoom.lif	_3D/	257	29	12	15	0.24	1	80	m5m8peve+simMSEpevez	1	1.5	1,1	1	1	258	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181008 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, eveNICD/	20181008 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, eveNICD 1.lif	_3D/	260	29	12	15	0.36	1	0	m5m8pevel eveNICD	2	2	1,1	1	20	261	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181008 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, eveNICD/	20181008 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, eveNICD 2.lif	_3D/	296	29	12	15	0.36	1	15	m5m8pevel eveNICD	3	2	1,1	1	1	297	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181008 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, eveNICD/	20181008 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, eveNICD 3.lif	_3D/	234	29	12	15	0.36	1	30	m5m8pevel eveNICD	4	2	1,1	1	1	235	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181011 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, eveNICD/	20181011 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, eveNICD 1.lif	_3D/	315	29	12	15	0.36	1	0	m5m8pevel eveNICD	5	2	0,0	1	1	316	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181011 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, eveNICD/	20181011 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, eveNICD 2.lif	_3D/	197	29	12	15	0.36	1	80	m5m8pevel eveNICD	6	2	0,1	1	1	198	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181015 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, simMSEpeveMS2LacZ zoom/	20181015 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, simMSEpeveMS2LacZ zoom 1.lif	_3D/	265	29	12	15	0.24	1	90	m5m8peve+simMSEpevez	2	1.5	1,0	1	1	266	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181015 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, simMSEpeveMS2LacZ zoom/	20181015 hisRFP, nosMCPGFP,m5m8peveMS2LacZ, simMSEpeveMS2LacZ zoom 2.lif	_3D/	408	29	12	15	0.24	1	0	m5m8peve+simMSEpevez	3	1.5	1,0	1	60	409	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181018 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, eveNICD/	20181018 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, + 2.lif	_3D/	373	29	12	15	0.36	1	0	m5m8peveDdl +	2	2	1,0	1	90	374	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181018 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, eveNICD/	20181018 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, +.lif	_3D/	270	29	12	15	0.36	1	0	m5m8peveDdl +	1	2	1,0	1	20	271	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181018 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, eveNICD/	20181018 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, eveNICD.lif	_3D/	308	29	12	15	0.36	1	0	m5m8peveDdl eveNICD	1	2	0,1	1	40	309	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181019 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, eveNICD/	20181019 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, + 1.lif	_3D/	233	29	12	15	0.36	1	15	m5m8peveDdl +	3	2	0,1	1	1	234	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181019 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, eveNICD/	20181019 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, + 2.lif	_3D/	304	29	12	15	0.36	1	0	m5m8peveDdl +	4	2	0,0	1	40	305	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181022 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, eveNICD/	20181022 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, +.lif	_3D/	384	29	12	15	0.36	1	0	m5m8peveDdl +	5	2	0,1	1	90	385	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181022 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, eveNICD/	20181022 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, eveNICD.lif	_3D/	398	29	12	15	0.36	1	0	m5m8peveDdl eveNICD	2	2	0,0	1	140	399	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181024 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, eveNICD/	20181024 hisRFP, nosMCPGFP,m5m8peveDdlMS2LacZ, eveNICD.lif	_3D/	335	29	12	15	0.36	1	0	m5m8peveDdl eveNICD	3	2	0,1	1	80	336	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181025 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ, eveNICD/	20181025 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ,  + 1.lif	_3D/	395	29	12	15	0.36	1	0	m5m8peveDtwidl +	1	2	0,0	1	145	396	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181025 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ, eveNICD/	20181025 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ,  + 2.lif	_3D/	408	29	12	15	0.36	1	0	m5m8peveDtwidl +	2	2	0,1	1	135	409	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181025 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ, eveNICD/	20181025 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ,  + 3.lif	_3D/	167	29	12	15	0.36	1	100	m5m8peveDtwidl +	3	2	1,1	1	1	168	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181029 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ, eveNICD/	20181029 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ, +.lif	_3D/	261	29	12	15	0.36	1	0	m5m8peveDtwidl +	4	2	0,1	1	15	262	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181029 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ, eveNICD/	20181029 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ, eveNICD 1.lif	_3D/	419	29	12	15	0.36	1	0	m5m8peveDtwidl eveNICD	1	2	1,1	1	115	420	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181029 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ, eveNICD/	20181029 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ, eveNICD 2.lif	_3D/	222	29	12	15	0.36	1	30	m5m8peveDtwidl eveNICD	2	2	0,0	1	1	223	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181101 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ, eveNICD/	20181101 hisRFP, nosMCPGFP,m5m8peveDtwidlMS2LacZ, eveNICD.lif	_3D/	396	29	12	15	0.36	1	0	m5m8peveDtwidl eveNICD	3	2	0,0	1	130	397	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20181106 hisRFP, nosMCPGFP,m5m8peveMS2LacZ/	20181106 hisRFP, nosMCPGFP,m5m8peveMS2LacZ 1.lif	_3D/	612	19	12	10	0.48	1	0	m5m8peve	3	0.75	1,1	1	65	613	15	Pinh_4_Speed_400_488_0.2_G_1_R_3_GG_700_RG_700
/Volumes/Mac OS/MS2/20190421 hisRFP, nosMCPGFP, m5m8peveMS2lacZx2, eveNICD/	20190421 hisRFP, nosMCPGFP, m5m8peveMS2lacZx2, eveNICD 2.lif	_3D/	199	29	12	15	0.36	1	80	m5m8pevex2l eveNICD	2	2	0,0	1	1	200	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20190422 hisRFP, nosMCPGFP, m5m8peveMS2lacZx2, eveNICD/	20190422 hisRFP, nosMCPGFP, m5m8peveMS2lacZx2, eveNICD 1.lif	_3D/	264	29	12	15	0.36	1	0	m5m8pevex2 eveNICD	3	2	0,1	1	1	265	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
