Path	File	Name	Frames	Slices	Bits	TimeRes	XYRes	ZRes	Delay	Nickname	Rep	Zoom	Flip	From	nc14	To	SplitEarly	Notes
/Volumes/Mac OS/MS2/20190725 hisRFP, nosMCPGFP, m5m8peveMS2lacZ, Fog/	20190725 hisRFP, nosMCPGFP, m5m8peveMS2lacZ, Fog:+.lif	_3D/	242	29	12	15	0.36	1	0	m5m8peve Fog:+	11	2	1,1	1	1	243	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/Mac OS/MS2/20190730 hisRFP, nosMCPGFP, m5m8peveMS2lacZ, Fog/	20190730 hisRFP, nosMCPGFP, m5m8peveMS2lacZ, Fog.lif	_3D/	374	29	12	15	0.36	1	0	m5m8peve Fog	4	2	0,0	1	50	375	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190818 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, wRi/	20190818 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, wRi.lif	_3D/	309	29	12	15	0.36	1	0	vndEEEpeve wRi	1	2	1,1	1	35	310	0	Pinh_4_Speed_400_488_0.2_G_1.5_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190818 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi/	20190818 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi.lif	_3D/	366	29	12	15	0.36	1	0	vndEEEpeve ctaRi	1	2	0,0	1	100	367	0	Pinh_4_Speed_400_488_0.2_G_1.5_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190819 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi/	20190819 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi.lif	_3D/	334	29	12	15	0.36	1	0	vndEEEpeve ctaRi	2	2	1,0	1	75	335	0	Pinh_4_Speed_400_488_0.2_G_1.5_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190819 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, wRi/	20190819 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, wRi.lif	_3D/	480	29	12	15	0.36	1	0	vndEEEpeve wRi	2	2	0,1	1	185	481	0	Pinh_4_Speed_400_488_0.2_G_1.5_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190821 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, wRi/	20190821 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, wRi.lif	_3D/	383	29	12	15	0.36	1	0	vndEEEpeve wRi	3	2	1,1	1	70	384	0	Pinh_4_Speed_400_488_0.2_G_1.5_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190823 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi/	20190823 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi.lif	_3D/	296	29	12	15	0.36	1	0	vndEEEpeve ctaRi	4	2	0,0	1	25	297	0	Pinh_4_Speed_400_488_0.2_G_1.5_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190828 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi/	20190828 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi.lif	_3D/	464	29	12	15	0.36	1	0	vndEEEpeve ctaRi	5	2	0,0	1	165	465	0	Pinh_4_Speed_400_488_0.2_G_1.5_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190827 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog/	20190827 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog 1.lif	_3D/	484	29	12	15	0.36	1	0	vndEEEpeve Fog	1	2	0,0	1	165	485	0	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190829 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog/	20190829 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog.lif	_3D/	334	29	12	15	0.36	1	0	vndEEEpeve Fog	2	2	1,0	1	35	335	0	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190831 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog/	20190831 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog.lif	_3D/	489	29	12	15	0.36	1	0	vndEEEpeve Fog:+	1	2	1,0	1	210	490	0	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190831 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi/	20190831 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi.lif	_3D/	267	29	12	15	0.36	1	0	vndEEEpeve ctaRi	6	2	1,1	1	25	268	0	Pinh_4_Speed_400_488_0.2_G_1.5_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190831 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi/	20190831 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, atubG4, ctaRi 2.lif	_3D/	334	29	12	15	0.36	1	0	vndEEEpeve ctaRi	7	2	0,1	1	60	335	0	Pinh_4_Speed_400_488_0.2_G_1.5_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190916 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog/	20190916 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog.lif	_3D/	333	29	12	15	0.36	1	0	vndEEEpeve Fog	3	2	1,1	1	55	334	0	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190917 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog/	20190917 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog:+.lif	_3D/	452	29	12	15	0.36	1	0	vndEEEpeve Fog:+	2	2	1,1	1	190	453	0	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190918 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog/	20190918 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog:+.lif	_3D/	318	29	12	15	0.36	1	0	vndEEEpeve Fog:+	3	2	0,0	1	60	319	0	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190919 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog/	20190919 hisRFP, nosMCPGFP, vndEEEpeveMS2lacZ, Fog:+.lif	_3D/	377	29	12	15	0.36	1	0	vndEEEpeve Fog:+	4	2	0,0	1	85	378	0	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190923 hisRFP, nosMCPGFP, m5m8peveMS2lacZ, Fog, eveNICD/	20190923 hisRFP, nosMCPGFP, m5m8peveMS2lacZ, Fog:+, eveNICD 1.lif	_3D/	315	29	12	15	0.36	1	0	m5m8peve Fog:+ eveNICD	3	2	0,0	1	30	316	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190923 hisRFP, nosMCPGFP, m5m8peveMS2lacZ, Fog, eveNICD/	20190923 hisRFP, nosMCPGFP, m5m8peveMS2lacZ, Fog:+, eveNICD 2.lif	_3D/	357	29	12	15	0.36	1	0	m5m8peve Fog:+ eveNICD	4	2	0,0	1	90	358	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20190924 hisRFP, nosMCPGFP, m5m8peveMS2lacZ, Fog, eveNICD/	20190924 hisRFP, nosMCPGFP, m5m8peveMS2lacZ, Fog, eveNICD.lif	_3D/	334	29	12	15	0.36	1	0	m5m8peve Fog:+ eveNICD	5	2	1,1	1	45	335	15	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
/Volumes/4TB/MS2/20191104 hisRFP, nosMCPGFP, pUbiMS2lacZ/	20191104 hisRFP, nosMCPGFP, pUbiMS2lacZ.lif	_3D/	446	29	12	15	0.36	1	0	pUbi	1	2	1,1	1	75	447	0	Pinh_4_Speed_400_488_0.2_G_1_R_2_GG_700_RG_700
